Name,Fold,Family,Err
GT69-u|AAY89392|C.gattiiVGIR265_Fungi,u,GT69-u,0.31844234466552734
GT69-u|AAC13946|C.neoformans_Fungi,u,GT69-u,0.20895987749099731
GT73-u|AIE00872|K.pneumoniaesubsppneumoniaeKP5-1_Bacteria,u,GT73-u,0.28000929951667786
GT48-u|ABX80511|C.parapsilosis_Fungi,u,GT48-u,0.23296645283699036
GT48-u|AAF34719|C.glabrataATCC90876_Fungi,u,GT48-u,0.24657386541366577
GT73-u|AFN85587|E.coli81009_Bacteria,u,GT73-u,0.31656646728515625
GT42-u|AAG43979|C.jejuniATCC43432_Bacteria,u,GT42-u,0.3173430860042572
GT89-u|ADL11403|C.pseudotuberculosisC231_Bacteria,u,GT89-u,0.23946619033813477
GT48-u|ADO14232|C.glabrataCBS138_Fungi,u,GT48-u,0.26154324412345886
GT89-u|AET21135|M.tuberculosisvariantbovisBCGstrMexico_Bacteria,u,GT89-u,0.22523337602615356
GT53-u|AKP07770|C.pseudotuberculosis262_Bacteria,u,GT53-u,0.3693659007549286
GT44-u|QCV10367|E.coliO157H7ECP17-1298_Bacteria,u,GT44-u,0.3817361295223236
GT53-u|AGL33304|M.tuberculosisEAI5NITR206_Bacteria,u,GT53-u,0.35239511728286743
GT26-u|AAU20247|B.cereusE33L_Bacteria,u,GT26-u,0.3212343454360962
GT97-u|ABW93688|N.meningitidisWNTP118-13ST-22_Bacteria,u,GT97-u,0.3136943578720093
GT71-u|AJR81324|S.cerevisiaeYJM451_Fungi,u,GT71-u,0.21181000769138336
GT71-u|AJP83164|S.cerevisiaeYJM1418_Fungi,u,GT71-u,0.20085279643535614
GT76-u|AHY74490|S.cerevisiaeYJM993_Fungi,u,GT76-u,0.5591519474983215
GT71-u|AJT08527|S.cerevisiaeYJM627_Fungi,u,GT71-u,0.20563431084156036
GT71-u|AJR54125|S.cerevisiaeYJM682_Fungi,u,GT71-u,0.17079508304595947
GT44-u|ADH94633|C.difficile55767_Bacteria,u,GT44-u,0.27930140495300293
GT71-u|AJR37278|S.cerevisiaeYJM244_Fungi,u,GT71-u,0.21006299555301666
GT11-u|ACD47556|H.pyloriShi470_Bacteria,u,GT11-u,0.31099191308021545
GT53-u|AIQ10449|M.tuberculosis96121_Bacteria,u,GT53-u,0.45256471633911133
GT71-u|AJU50132|S.cerevisiaeYJM1388_Fungi,u,GT71-u,0.27527713775634766
GT108-u|AEO25161|L.monocytogenesFSLR2-561_Bacteria,u,GT108-u,0.49664583802223206
GT73-u|AMU84195|E.colistrSanji_Bacteria,u,GT73-u,0.2707049250602722
GT53-u|AIH33841|M.tuberculosis0B229DS_Bacteria,u,GT53-u,0.4366154670715332
GT108-u|ABX87508|Y.pestisAngola_Bacteria,u,GT108-u,0.561843752861023
GT29-u|AFU77570|M.virusAustBendigo7-92_,u,GT29-u,0.2873193323612213
GT44-u|AGT71343|C.trachomatisIa20-97_Bacteria,u,GT44-u,0.20075319707393646
