Name,Fold,Family,Err
GT69-u|AAY89392|C.gattiiVGIR265_Fungi,u,GT69-u,0.31844234466552734
GT69-u|AAC13946|C.neoformans_Fungi,u,GT69-u,0.2089599072933197
GT73-u|AIE00872|K.pneumoniaesubsppneumoniaeKP5-1_Bacteria,u,GT73-u,0.2800092399120331
GT48-u|ABX80511|C.parapsilosis_Fungi,u,GT48-u,0.23296640813350677
GT48-u|AAF34719|C.glabrataATCC90876_Fungi,u,GT48-u,0.24657391011714935
GT73-u|AFN85587|E.coli81009_Bacteria,u,GT73-u,0.31656649708747864
GT42-u|AAG43979|C.jejuniATCC43432_Bacteria,u,GT42-u,0.317343145608902
GT89-u|ADL11403|C.pseudotuberculosisC231_Bacteria,u,GT89-u,0.23946620523929596
GT48-u|ADO14232|C.glabrataCBS138_Fungi,u,GT48-u,0.26154327392578125
GT89-u|AET21135|M.tuberculosisvariantbovisBCGstrMexico_Bacteria,u,GT89-u,0.22523337602615356
GT53-u|AKP07770|C.pseudotuberculosis262_Bacteria,u,GT53-u,0.3693659007549286
GT44-u|QCV10367|E.coliO157H7ECP17-1298_Bacteria,u,GT44-u,0.381736159324646
GT53-u|AGL33304|M.tuberculosisEAI5NITR206_Bacteria,u,GT53-u,0.35239526629447937
GT26-u|AAU20247|B.cereusE33L_Bacteria,u,GT26-u,0.3212345838546753
GT97-u|ABW93688|N.meningitidisWNTP118-13ST-22_Bacteria,u,GT97-u,0.3136943280696869
GT71-u|AJR81324|S.cerevisiaeYJM451_Fungi,u,GT71-u,0.21180997788906097
GT71-u|AJP83164|S.cerevisiaeYJM1418_Fungi,u,GT71-u,0.20085284113883972
GT76-u|AHY74490|S.cerevisiaeYJM993_Fungi,u,GT76-u,0.5591519474983215
GT71-u|AJT08527|S.cerevisiaeYJM627_Fungi,u,GT71-u,0.20563432574272156
GT71-u|AJR54125|S.cerevisiaeYJM682_Fungi,u,GT71-u,0.17079512774944305
GT44-u|ADH94633|C.difficile55767_Bacteria,u,GT44-u,0.27930131554603577
GT71-u|AJR37278|S.cerevisiaeYJM244_Fungi,u,GT71-u,0.21006305515766144
GT11-u|ACD47556|H.pyloriShi470_Bacteria,u,GT11-u,0.31099197268486023
GT53-u|AIQ10449|M.tuberculosis96121_Bacteria,u,GT53-u,0.45256462693214417
GT71-u|AJU50132|S.cerevisiaeYJM1388_Fungi,u,GT71-u,0.2752770781517029
GT108-u|AEO25161|L.monocytogenesFSLR2-561_Bacteria,u,GT108-u,0.4966456890106201
GT73-u|AMU84195|E.colistrSanji_Bacteria,u,GT73-u,0.2707050144672394
GT53-u|AIH33841|M.tuberculosis0B229DS_Bacteria,u,GT53-u,0.4366154372692108
GT108-u|ABX87508|Y.pestisAngola_Bacteria,u,GT108-u,0.5618438720703125
GT29-u|AFU77570|M.virusAustBendigo7-92_,u,GT29-u,0.2873194217681885
GT44-u|AGT71343|C.trachomatisIa20-97_Bacteria,u,GT44-u,0.2007531225681305
GT26-u|AAU17663|B.cereusE33L_Bacteria,u,GT26-u,0.32727012038230896
GT48-u|QEO75918|C.tropicalis_Fungi,u,GT48-u,0.6707481145858765
GT29-u|AAM22800|H.sapiens_Metazoa,u,GT29-u,0.2200879454612732
GT42-u|AAG29922|C.jejuniMSC57360_Bacteria,u,GT42-u,0.2627130448818207
GT29-u|CAG26711|P.troglodytes_Metazoa,u,GT29-u,0.2954707443714142
GT26-u|AAU25262|B.licheniformisDSM13ATCC14580_Bacteria,u,GT26-u,0.3518717586994171
GT26-u|AME07213|B.spSDLI1_Bacteria,u,GT26-u,0.3392663896083832
GT11-u|AVG83124|H.pylori713_3_Bacteria,u,GT11-u,0.2759722173213959
GT42-u|SNV82358|P.multocidaNCTC10322_Bacteria,u,GT42-u,0.39110738039016724
GT26-u|ANP84068|B.spB252016b_Bacteria,u,GT26-u,0.3255903124809265
GT26-u|ACK94976|B.cereusG9842_Bacteria,u,GT26-u,0.3357962965965271
GT100-u|AUP31583|S.agalactiaeSA341_Bacteria,u,GT100-u,0.2640882134437561
GT89-u|ALR13784|M.saopaulenseEPM10906_Bacteria,u,GT89-u,0.24877072870731354
GT26-u|ADV94380|B.subtilisBSn5_Bacteria,u,GT26-u,0.3426864743232727
GT100-u|AOQ20262|S.agalactiaeWC1535_Bacteria,u,GT100-u,0.32012882828712463
GT29-u|AAH65936|H.sapiens_Metazoa,u,GT29-u,0.23285731673240662
GT53-u|AAC44547|M.avium2151_Bacteria,u,GT53-u,0.3685336112976074
GT89-u|ATO61056|M.aviumsubsphominissuisHP17_Bacteria,u,GT89-u,0.2117668092250824
GT53-u|AAC44548|M.avium2151_Bacteria,u,GT53-u,0.37313756346702576
GT53-u|APT09111|M.aviumsubsphominissuisH87_Bacteria,u,GT53-u,0.4632170498371124
GT26-u|QHK00480|B.subtilisSRCM102754_Bacteria,u,GT26-u,0.3128063678741455
GT42-u|ABQ99866|H.influenzaePittGG_Bacteria,u,GT42-u,0.229071706533432
GT26-u|AKC67570|B.pumilusW3_Bacteria,u,GT26-u,0.361079603433609
GT73-u|AVQ93078|C.freundiiB9-C2_Bacteria,u,GT73-u,0.2490271031856537
GT100-u|ARU67633|H.somniUSDA-ARS-USMARC-63255_Bacteria,u,GT100-u,0.3013124167919159
GT53-u|AIK83921|C.glutamicumAR1_Bacteria,u,GT53-u,0.3565957248210907
GT89-u|AGT06584|C.glutamicumMB001_Bacteria,u,GT89-u,0.2371671199798584
GT29-u|CAD45371|H.sapiens_Metazoa,u,GT29-u,0.26104119420051575
GT100-u|ABQ98854|H.influenzaePittEE_Bacteria,u,GT100-u,0.35470911860466003
GT99-u|ABR77902|K.pneumoniaesubsppneumoniaeMGH78578_Bacteria,u,GT99-u,0.32095247507095337
GT26-u|ANU62099|A.muciniphilaYL44_Bacteria,u,GT26-u,0.30951443314552307
GT44-u|ADH94634|C.difficileCH6230_Bacteria,u,GT44-u,0.2628881633281708
GT11-u|ACD04967|A.muciniphilaATCCBAA-835_Bacteria,u,GT11-u,0.2864932417869568
GT44-u|ADH94625|C.difficileCH6223_Bacteria,u,GT44-u,0.24301622807979584
GT11-u|ATG41145|P.piscinaeP14_Bacteria,u,GT11-u,0.28747493028640747
GT73-u|AWT18412|K.michiganensisAACKY_Bacteria,u,GT73-u,0.309139221906662
GT42-u|QEQ59964|H.influenzaebiotypeaegyptiusHE37F3052_Bacteria,u,GT42-u,0.3233606517314911
GT100-u|AAD28703|H.ducreyi35000_Bacteria,u,GT100-u,0.3697148561477661
GT89-u|ALE39262|L.interrogansserovarHardjostrNorma_Bacteria,u,GT89-u,0.21813204884529114
GT11-u|AYR34836|A.muciniphilaAMDK-2_Bacteria,u,GT11-u,0.25323960185050964
GT102-u|AZR77076|B.thuringiensisC15_Bacteria,u,GT102-u,0.26708748936653137
GT108-u|ACS25873|G.spWCH70_Bacteria,u,GT108-u,0.5043758749961853
GT29-u|AAF17104|C.aethiops_Metazoa,u,GT29-u,0.3284640312194824
GT100-u|ASI50160|E.coliFORC_043_Bacteria,u,GT100-u,0.3141722083091736
GT29-u|ACH33352|H.sapiens_Metazoa,u,GT29-u,0.28040000796318054
GT110-u|AAH02596|H.sapiens_Metazoa,u,GT110-u,0.1818220317363739
GT42-u|ANS24493|C.jejunisubspjejuniRM1285_Bacteria,u,GT42-u,0.22443519532680511
GT53-u|AFE18574|M.tuberculosisRGTB327_Bacteria,u,GT53-u,0.44404298067092896
GT53-u|AEX68800|C.diphtheriaePW8_Bacteria,u,GT53-u,0.39227643609046936
GT53-u|AFC41460|M.intracellulareATCC13950_Bacteria,u,GT53-u,0.465699702501297
GT89-u|QCO39167|L.interrogansFMAS_KW1_Bacteria,u,GT89-u,0.2761507034301758
GT53-u|AFC51743|M.paraintracellulare_Bacteria,u,GT53-u,0.37376537919044495
GT44-u|AVE48566|S.marcescensAR_0027_Bacteria,u,GT44-u,0.2802222967147827
GT89-u|AMX71271|L.borgpeterseniiserovarHardjoNVSLS818_Bacteria,u,GT89-u,0.27516070008277893
